objid,objtype,u,g,r,i,z,redshift,redshift_err
1237648704584024168,STAR,17.22425,15.64595,15.08863,14.89513,14.85014,-9.574013e-06,6.931511e-06
1237648704584024176,STAR,16.70948,15.45579,15.48996,15.55529,15.60993,0.0007459046,6.606704e-06
1237648704584024216,STAR,19.48355,17.42584,16.6033,16.28563,16.12425,4.580964e-05,6.329105e-06
1237648704584089621,STAR,15.24854,15.74101,16.30488,16.6962,17.06292,-0.0002561114,3.485476e-05
1237648704584089650,GALAXY,18.20745,16.36312,15.54315,15.15106,14.84291,0.03336366,1.174666e-05
1237648704584089667,STAR,18.96947,17.38562,16.77144,16.54073,16.45086,0.0002515322,6.789099e-06
1237648704584089757,QSO,18.96773,18.88496,18.71708,18.57537,18.64819,1.437575,0.0002155008
1237648704584089824,STAR,19.29008,18.18824,18.09201,18.06642,18.19579,0.0001560268,1.468389e-05
1237648704584155321,STAR,19.49009,18.67448,18.3272,18.16134,18.0878,-0.0001597617,3.049222e-05
1237648704584155367,GALAXY,18.97108,17.90502,17.29983,16.87753,16.72084,0.1497523,9.727185e-06
1237648704584220690,QSO,18.20236,17.97376,17.86812,17.73989,17.78131,0.4922803,6.761515e-05
1237648704584220693,STAR,17.16881,16.10329,15.67805,15.51337,15.45611,0.0001279275,1.082381e-05
1237648704584286229,STAR,17.01418,15.85388,15.38355,15.17597,15.10927,0.0001847972,7.178812e-06
1237648704584286297,STAR,18.69933,17.10034,16.45299,16.20012,16.08146,-7.877243e-05,7.455908e-06
1237648704584286405,STAR,19.47701,18.2518,17.84053,17.69326,17.64529,-5.986948e-05,9.884083e-06
1237648704584286472,GALAXY,19.15807,17.26506,16.418,15.99765,15.67469,0.05369467,1.774875e-05
1237648704584351757,STAR,18.66939,17.58008,17.149,16.96398,16.89903,-4.311189e-05,1.002364e-05
1237648704584351923,GALAXY,18.82889,17.06561,16.2411,15.81705,15.57065,0.1104037,2.755414e-05
1237648704584351936,GALAXY,19.1421,17.76149,17.26384,16.93268,16.76582,0.07397862,1.414484e-05
1237648704040272025,GALAXY,19.41065,18.34865,17.59366,17.21953,16.94236,0.1577138,1.200122e-05
1237648704040337444,STAR,17.34593,16.16585,15.68403,15.49652,15.38112,2.729951e-06,8.475732e-06
1237648704040337448,STAR,18.7236,17.64976,17.21809,17.05309,16.97286,4.012775e-05,1.149868e-05
1237648704040337466,STAR,16.74271,15.72396,15.35649,15.21082,15.13628,0.0008494364,7.659176e-06
1237648704040337510,GALAXY,19.25767,18.23024,17.77075,17.48002,17.3504,0.122218,6.29628e-06
1237648704040337538,STAR,19.5168,18.67059,18.37025,18.26849,18.22403,0.0002218877,2.919224e-05
1237648704040403087,STAR,19.47554,17.73802,17.03194,16.73084,16.55039,0.0005512136,9.73456e-06
1237648704040403101,GALAXY,18.5283,16.9418,16.35994,16.02375,15.71289,0.02078613,6.458435e-06
1237648704040403119,GALAXY,19.0516,17.59235,16.766,16.37736,16.04179,0.1208378,2.499843e-05
1237648704040403135,STAR,19.51221,19.41113,19.74506,20.06798,20.6613,-0.0001402037,0.0001245809
1237648704040403224,GALAXY,18.15787,17.07919,16.73521,16.63482,16.51228,0.02087503,7.290368e-06
1237648704040468484,STAR,18.69441,17.77649,17.47822,17.4196,17.34867,0.0005767694,1.216191e-05
1237648704040468494,STAR,19.09492,17.56204,17.00028,16.8176,16.67093,-8.224344e-05,8.496399e-06
1237648704040468525,GALAXY,19.41322,18.28511,17.50565,17.11889,16.89152,0.1852222,1.921229e-05
1237648704040468547,STAR,17.50332,16.49389,16.07529,15.91012,15.82738,0.0007640862,1.041358e-05
1237648704040468551,STAR,18.80879,17.95986,17.66511,17.55368,17.51047,-5.553486e-05,1.146384e-05
1237648704040468576,STAR,17.8041,16.61079,16.16437,16.02581,15.95671,0.0001607931,7.777513e-06
1237648704040468669,GALAXY,19.30446,18.33125,17.51051,17.10601,16.85279,0.2049748,8.726725e-06
1237648704040468676,GALAXY,19.21611,18.16805,17.46061,17.07848,16.88723,0.1836345,1.07122e-05
1237648704040468683,GALAXY,19.5117,18.25761,17.68086,17.3995,17.16157,0.06047695,1.335579e-05
1237648704040534048,STAR,18.01475,16.57148,16.00959,15.77342,15.67464,3.042781e-05,9.516784e-06
1237648704040534078,STAR,19.54812,18.62715,18.39242,18.27512,18.24883,-0.0007461586,2.684412e-05
1237648704040534123,QSO,18.71672,17.39132,16.47726,16.05223,15.75701,0.1572527,1.843984e-05
1237648704040534133,STAR,19.39528,18.41646,18.1353,18.03432,18.02707,0.0003202514,1.40158e-05
1237648704040599586,STAR,17.48398,16.31935,15.90973,15.75751,15.70039,4.154108e-05,8.860236e-06
1237648704040599593,STAR,18.9849,17.79852,17.37066,17.18238,17.13227,8.180254e-05,1.254893e-05
1237648704040599658,STAR,19.53777,18.04458,17.42937,17.17035,16.99795,0.0003407082,1.628235e-05
1237648704040599659,GALAXY,18.69438,17.65455,17.29097,17.00188,16.93303,0.06240619,7.32937e-06
1237648704040665104,STAR,19.05956,17.71527,17.15119,16.92668,16.85464,0.0005744936,9.572915e-06
1237648704040665124,STAR,17.21492,15.74852,15.1818,14.94795,14.83758,8.707776e-05,9.555247e-06
1237648704040665167,GALAXY,18.94292,17.89739,17.43994,17.14471,16.93739,0.03393133,7.755645e-06
1237648704040665171,STAR,19.52214,17.48631,16.65436,16.33129,16.1503,-2.045742e-05,8.553297e-06
1237648704040665238,GALAXY,17.55392,15.89003,15.11452,14.71822,14.39248,0.04032281,1.273555e-05
1237648704040665256,GALAXY,18.73461,17.50934,16.92226,16.58426,16.38179,0.07144404,1.024781e-05
1237648704040730637,QSO,18.94707,18.65789,18.56536,18.52166,18.48881,0.788097,0.0001569809
1237648704040730692,GALAXY,16.08275,14.75951,14.29764,14.10716,14.06196,0.0,0.0
1237648704040730730,STAR,18.54871,17.16976,16.66892,16.45555,16.39788,-0.0001209006,8.821177e-06
1237648704040730756,STAR,19.23208,18.0236,17.50595,17.26922,17.15398,0.0009527221,9.488808e-06
1237648704040730821,GALAXY,19.45165,17.97391,17.17748,16.68635,16.39936,0.1079633,7.053463e-06
1237648704040796178,QSO,18.94811,18.7993,18.59558,18.40347,18.3238,1.516544,0.000369225
1237648704040796231,GALAXY,17.6073,15.86177,14.9941,14.56952,14.20508,0.07977457,1.199982e-05
1237648704040796277,GALAXY,19.09011,18.36271,18.14853,17.89309,17.97664,0.1027977,7.036052e-06
1237648704040861791,GALAXY,18.50986,16.7641,16.03627,15.64596,15.33152,0.05043545,8.337111e-06
1237648704040861800,GALAXY,18.04692,17.05355,16.71546,16.54309,16.36159,0.03897807,7.116272e-06
1237648704040861840,QSO,19.37045,19.23699,18.99208,18.9337,18.88877,1.386362,0.0003870048
1237648704040992833,STAR,17.36194,16.19216,15.83601,15.70586,15.69817,0.0001267915,8.513776e-06
1237648704040992859,STAR,18.73585,17.53344,17.04518,16.87429,16.77901,-3.5309e-05,8.836511e-06
1237648704040992948,STAR,19.16762,17.53018,16.89279,16.64022,16.52521,-3.093439e-05,7.929315e-06
1237648704040992956,STAR,19.50371,19.24905,19.57257,19.81738,20.08388,-3.835344e-05,5.29541e-05
1237648704040992965,GALAXY,19.56329,17.62685,16.73855,16.34279,16.01651,0.07837977,1.61624e-05
1237648704041123850,STAR,18.13875,17.05503,16.69254,16.5688,16.54955,0.0005022376,8.76538e-06
1237648704041123862,STAR,18.47038,16.87137,16.30234,16.09953,16.02788,1.268354e-05,7.066343e-06
1237648704041123869,STAR,18.34395,16.19043,15.45629,15.21168,15.12749,2.395276e-05,6.235427e-06
1237648704041123886,STAR,16.77272,15.18369,14.59275,14.349,14.26528,-9.065738e-05,8.209334e-06
1237648704041123897,STAR,18.34458,17.02294,16.53276,16.33753,16.27815,2.999612e-05,7.803992e-06
1237648704041189387,STAR,18.21676,17.26715,16.92721,16.81066,16.76025,0.0003118055,1.150142e-05
1237648704041189516,GALAXY,19.36154,17.93025,17.0229,16.60009,16.26382,0.172463,3.163169e-05
1237648704041189528,STAR,19.51845,18.21477,17.66864,17.45965,17.33916,0.0003232597,1.286674e-05
1237648704041254956,STAR,18.18394,17.0164,16.81375,16.73615,16.72193,0.0003143609,1.229379e-05
1237648704041254972,STAR,18.60915,17.0705,16.49681,16.29349,16.22475,0.0001187122,8.686923e-06
1237648704041255002,GALAXY,19.31843,18.06055,17.59505,17.30064,17.15932,0.1072253,7.680723e-06
1237648704041255037,GALAXY,19.01232,18.03671,17.70568,17.55776,17.48117,0.03024547,5.616794e-06
1237648704041320480,STAR,19.40635,16.89027,15.84331,15.48278,15.40131,3.122085e-05,7.636894e-06
1237648704041386023,STAR,17.24687,16.21049,16.18936,16.22862,16.30079,0.001258611,6.21727e-06
1237648704041386025,STAR,18.80058,17.6041,17.3491,17.27336,17.23848,0.0006906021,1.319922e-05
1237648704041386035,STAR,17.6888,16.27396,15.74296,15.55057,15.47986,8.999209e-05,8.678599e-06
1237648704041386042,QSO,18.15803,17.50762,17.25705,17.17244,17.18857,0.0004606231,-1.0
1237648704041386050,STAR,18.9944,18.05957,17.78465,17.6944,17.66945,8.325694e-05,1.58555e-05
1237648704041386052,STAR,19.09767,16.53414,15.23279,14.69491,14.3971,-5.318041e-05,8.381606e-06
1237648704041386054,STAR,18.96439,18.1106,17.83865,17.73008,17.72899,0.0009755908,1.754743e-05
1237648704041451527,STAR,17.22508,16.3286,16.17765,16.15967,16.20037,-0.0002233216,7.903567e-06
1237648704041451580,STAR,17.07049,15.66611,15.1471,14.96894,14.89313,-0.0001420132,8.48227e-06
1237648704041451609,STAR,18.70601,16.847,16.12733,15.86509,15.71564,1.79226e-05,6.813557e-06
1237648704041451619,STAR,17.49821,16.50645,16.153,16.05311,16.0278,-1.607572e-05,7.94861e-06
1237648704041451688,GALAXY,18.78115,17.60725,17.00784,16.67363,16.47247,0.102797,8.488852e-06
1237648704041517062,STAR,18.0683,17.10536,16.78986,16.63788,16.60825,0.0007045962,9.501007e-06
1237648704041517178,STAR,18.65965,17.41861,16.93038,16.74993,16.70262,2.982941e-05,9.751948e-06
1237648704041582597,STAR,17.99691,17.07941,16.87523,16.79132,16.77979,-0.0001829058,1.185016e-05
1237648704041582632,STAR,18.60255,17.198,16.70022,16.52077,16.46147,-3.311857e-05,7.786308e-06
1237648704041582645,STAR,16.80271,15.29287,14.74618,14.52652,14.45103,-0.0002378491,7.634318e-06
1237648704041582685,STAR,19.20754,18.28202,17.98328,17.86095,17.85651,0.0003245082,1.055154e-05
1237648704041582692,GALAXY,18.22266,16.50616,15.61944,15.14893,14.75827,0.07950722,2.00794e-05
1237648704041648131,STAR,16.99398,15.45777,14.85249,14.65483,14.59267,7.641783e-05,7.608907e-06
1237648704041648230,QSO,19.09433,18.94926,18.81706,18.79788,18.32984,0.3532658,3.212528e-05
1237648704041648255,STAR,18.34613,17.00985,16.45423,16.20849,16.08167,0.0003486575,1.167149e-05
1237648704041713713,STAR,18.53603,16.75793,15.95191,15.68838,15.56231,0.0001743246,2.00917e-05
1237648704041713727,STAR,16.81627,15.86671,15.60739,15.52398,15.50502,0.0007397696,7.955071e-06
1237648704041713732,STAR,17.60926,16.39122,15.94435,15.77585,15.7464,9.525628e-05,9.095122e-06
1237648704041713749,GALAXY,19.38366,17.59174,16.48701,16.01113,15.61958,0.1161036,2.436053e-05
1237648704041713773,STAR,19.43139,17.82774,17.22333,16.96279,16.87343,0.0001518281,7.518338e-06
1237648704041713785,GALAXY,19.34182,17.66538,17.00082,16.71934,16.48099,0.1140467,1.962881e-05
1237648704041713840,GALAXY,18.63549,16.46693,15.41218,14.96505,14.61283,0.1154682,2.317594e-05
1237648704041779251,STAR,18.72033,17.31376,16.70973,16.42135,16.27131,0.0003879164,1.048589e-05
1237648704041779281,STAR,17.95116,16.55886,15.97855,15.71685,15.58599,0.001140381,9.074866e-06
1237648704041779294,STAR,19.4727,18.23861,17.81143,17.64887,17.60911,0.0003122879,1.020286e-05
1237648720695001199,GALAXY,18.95631,17.17232,16.25848,15.83395,15.52989,0.08215455,2.903027e-05
1237648720695001218,GALAXY,16.68712,14.97865,14.14144,13.69524,13.34833,0.03486705,9.574483e-06
1237648720695066712,STAR,19.10568,17.93177,17.44512,17.2221,17.15641,0.0001638378,9.656994e-06
1237648720695066715,STAR,18.95824,16.60652,15.64431,15.30025,15.10388,5.664468e-06,7.228955e-06
1237648720695066731,STAR,18.92219,17.5918,17.17463,17.03317,16.98548,3.596687e-05,8.930479e-06
1237648720695066738,STAR,19.33202,17.93371,17.38581,17.15832,17.05621,-8.118905e-05,8.30895e-06
1237648720695132213,STAR,18.44004,17.50837,17.25443,17.15801,17.16203,-0.0002110422,1.095788e-05
1237648720695132337,STAR,19.41697,18.55414,18.33013,18.25169,18.24222,-0.0008484375,5.189338e-05
1237648720695197727,GALAXY,16.56336,15.83972,15.75156,15.60514,15.5482,0.03519248,6.290619e-06
1237648720695197762,STAR,19.41562,17.00263,16.01481,15.69052,15.53467,-0.0001198434,8.555654e-06
1237648720695197787,STAR,18.97167,18.01222,17.85726,17.81682,17.86342,0.0005866832,2.528001e-05
1237648720695197799,STAR,18.32735,16.99555,17.05317,17.19417,17.27907,0.0002726744,5.748212e-06
1237648720695197821,STAR,17.43635,15.96191,15.34249,15.05368,14.93216,0.0003434687,9.439959e-06
1237648720695197827,STAR,18.47496,16.24156,15.39014,15.10892,14.99988,-2.525809e-05,6.638995e-06
1237648720695263257,GALAXY,18.65778,16.75404,15.80411,15.33652,14.95746,0.07192567,1.662466e-05
1237648720695263293,STAR,18.55105,17.41475,17.00907,16.86706,16.82685,-0.0003312212,1.023953e-05
1237648720695263296,STAR,18.54891,17.67269,17.40944,17.30771,17.31117,0.0003538259,2.089373e-05
1237648720695263313,STAR,19.00487,17.41039,16.78593,16.52746,16.40355,-1.035102e-05,7.705255e-06
1237648720695328811,STAR,18.86482,17.92346,17.61459,17.48829,17.46962,0.0001465382,1.639307e-05
1237648720695328815,STAR,19.05658,17.33839,16.69289,16.48352,16.37954,-8.628181e-05,7.92949e-06
1237648720695328831,QSO,18.70782,18.53979,18.35694,18.36876,18.45815,1.301266,0.0003840116
1237648720695328880,QSO,19.17227,19.06012,18.58723,18.29969,18.00731,0.2533595,4.167777e-05
1237648720695328925,GALAXY,19.36665,17.29247,16.2433,15.80478,15.43556,0.1163223,1.846292e-05
1237648720695394310,STAR,18.13004,16.87162,17.00065,17.07306,17.24003,0.0004792455,5.220472e-06
1237648720695394487,STAR,18.84377,17.47191,16.88959,16.65588,16.55277,-0.0001689354,1.018996e-05
1237648720695394490,STAR,17.1625,16.23482,15.90007,15.77886,15.76031,0.0001847679,6.18924e-06
1237648720695394524,STAR,18.17307,17.03174,16.62994,16.50227,16.45967,-0.0001625045,1.023474e-05
1237648720695394573,GALAXY,18.91672,17.09236,16.2007,15.81457,15.50485,0.08198547,1.438114e-05
1237648720695394650,GALAXY,18.96301,18.18808,17.98064,17.77147,17.66659,0.03622593,4.501952e-06
1237648720695459905,STAR,19.32557,18.38127,18.05601,17.91176,17.87513,0.0001801949,1.30724e-05
1237648720695459915,STAR,19.33964,17.70871,17.09064,16.8699,16.77476,1.234183e-05,8.593608e-06
1237648720695459983,GALAXY,19.14019,17.79238,16.9343,16.49307,16.15779,0.1237061,1.10156e-05
1237648720695525390,STAR,18.76083,17.4425,16.98138,16.82963,16.76684,0.0002384383,8.36589e-06
1237648720695525516,QSO,18.66691,18.46896,18.45908,18.30008,18.33677,1.566599,0.0003628178
1237648720695525564,GALAXY,18.23854,17.03749,16.4808,16.19157,15.94736,0.02085222,5.674229e-06
1237648720695525626,GALAXY,18.10676,16.9554,16.44508,16.07644,15.89463,0.0813162,6.249211e-06
1237648720695525637,GALAXY,19.3406,18.25189,17.6939,17.27912,17.12498,0.142846,9.199812e-06
1237648720695525647,GALAXY,19.363,17.59703,16.66348,16.18597,15.81698,0.07547688,1.818011e-05
1237648720695590962,QSO,19.06081,17.50174,17.3401,17.12798,16.90331,2.704406,0.0003109004
1237648720695591009,GALAXY,18.98232,18.21306,18.02153,17.80414,17.74702,0.07041501,5.517207e-06
1237648720695591085,GALAXY,18.84823,17.25089,16.55506,16.20887,15.97611,0.07577982,1.309261e-05
1237648720695591093,GALAXY,19.54749,17.54882,16.48168,15.9929,15.61331,0.1191396,2.326251e-05
1237648720695591095,GALAXY,18.58312,17.52838,17.05243,16.73972,16.57601,0.07575467,1.061089e-05
1237648720695591132,GALAXY,19.44443,17.39128,16.33057,15.89373,15.52224,0.121193,2.374063e-05
1237648720695656451,STAR,17.16192,16.05979,15.61977,15.43522,15.38273,0.0004097193,7.346051e-06
1237648720695656483,STAR,17.34374,15.93471,15.40546,15.2056,15.14126,-0.0001227717,9.600959e-06
1237648720695656549,GALAXY,19.57816,17.82178,16.83786,16.39972,16.03103,0.1208566,2.571887e-05
1237648720695656576,STAR,19.44007,18.52692,18.27198,18.16441,18.15586,0.0005617606,1.458133e-05
1237648720695656587,STAR,19.42298,18.3808,17.93513,17.74173,17.66216,0.0002514906,1.182556e-05
1237648720695656595,STAR,19.43796,18.35507,17.90359,17.71125,17.63918,-0.0001350508,2.358839e-05
1237648720695722046,QSO,18.75294,18.75885,18.55445,18.5542,18.65405,1.322664,0.0003947674
1237648720695722061,STAR,18.43411,17.14422,16.69107,16.5552,16.51668,-0.0001018149,8.284092e-06
1237648720695722064,STAR,18.96929,17.37896,16.79185,16.59601,16.52402,6.89557e-05,8.212844e-06
1237648720695722069,STAR,18.68949,17.21809,16.62272,16.37469,16.25081,0.0008847326,8.650881e-06
1237648720695722188,GALAXY,18.61483,17.06996,16.26961,15.85036,15.54439,0.07036731,1.18481e-05
1237648720695722189,GALAXY,18.95801,17.77183,17.17167,16.82215,16.61102,0.08834215,8.569843e-06
1237648720695787579,STAR,18.90059,17.58657,17.04458,16.83365,16.74137,0.0007617304,8.807778e-06
1237648720695787695,GALAXY,18.06406,16.86513,16.23669,15.83838,15.63157,0.07972114,7.598764e-06
1237648720695853066,STAR,19.08368,17.70761,17.11457,16.86464,16.71558,2.197374e-05,1.315759e-05
1237648720695853071,GALAXY,18.63203,18.11738,17.66784,17.37114,17.12123,0.4189278,0.0001019656
1237648720695853099,STAR,16.89349,16.00251,15.68096,15.55235,15.5078,0.000209435,8.808175e-06
1237648720695853121,STAR,18.56068,17.31142,16.87125,16.71877,16.64974,0.0001152694,1.200925e-05
1237648720695853125,STAR,18.84561,17.57767,17.03829,16.82764,16.72841,-0.000434236,8.307661e-06
1237648720695853163,STAR,19.04963,17.64217,17.093,16.8727,16.76735,-0.0004910211,9.015474e-06
1237648720695918624,STAR,18.62663,17.5841,17.1393,17.01769,16.94809,0.000551518,1.100325e-05
1237648720695918635,GALAXY,19.37719,17.69339,16.79889,16.35177,15.98661,0.07969137,1.40709e-05
1237648720695918649,GALAXY,18.83392,17.719,17.04881,16.61412,16.38211,0.1234127,5.796128e-06
1237648720695918720,GALAXY,19.54191,18.6904,18.05028,17.67541,17.44728,0.2037548,9.795895e-06
1237648720695918740,STAR,19.59481,18.20692,17.65751,17.47669,17.35499,9.820522e-06,1.012656e-05
1237648720695984140,STAR,19.04581,17.8314,17.34241,17.15294,17.06809,-0.0002268997,1.285931e-05
1237648720695984206,STAR,19.04741,17.88254,17.38548,17.17822,17.06652,0.00089428,1.341255e-05
1237648720695984261,STAR,18.325,16.65894,15.98311,15.68116,15.53792,0.0003411107,1.028856e-05
1237648720695984270,STAR,18.35464,17.42646,17.20477,17.12058,17.11589,-0.0001473478,1.592648e-05
1237648720695984272,STAR,17.59437,16.59107,16.28888,16.16675,16.14502,2.338527e-05,8.317787e-06
1237648720695984304,GALAXY,19.21978,17.50951,16.84744,16.46323,16.21347,0.06922966,1.193842e-05
1237648720695984349,GALAXY,19.39849,17.47394,16.44884,15.99921,15.66681,0.123371,1.913087e-05
1237648720695984375,GALAXY,19.21979,17.73507,16.96503,16.52736,16.21066,0.06955677,1.235355e-05
1237648720695984384,GALAXY,18.99353,17.22014,16.40079,16.00537,15.7208,0.06851498,1.715433e-05
1237648720695984394,GALAXY,18.7344,18.01675,17.79905,17.48164,17.45978,0.07744315,6.745704e-06
1237648720696049774,STAR,17.44064,16.15669,15.68785,15.52813,15.4733,-0.0001105425,8.001477e-06
1237648720696049781,STAR,17.86406,16.94216,16.65658,16.54891,16.5417,0.000129086,1.286527e-05
1237648720696049905,STAR,19.39685,18.04099,17.5302,17.34059,17.25818,7.969295e-05,9.69903e-06
1237648720696115219,STAR,18.83586,17.96779,17.72223,17.6659,17.65023,-9.108978e-05,2.133472e-05
1237648720696115296,STAR,18.77069,16.89764,16.11182,15.78614,15.60507,0.0001074075,7.297981e-06
1237648720696115298,STAR,19.18452,18.33706,18.12364,18.03544,18.00894,0.0002843603,2.466009e-05
1237648720696115304,STAR,18.73571,17.30646,16.7357,16.50879,16.37731,-2.997612e-05,1.058601e-05
1237648720696115319,STAR,17.71213,16.77331,16.44761,16.34036,16.30814,0.0002822435,5.960033e-06
1237648720696115332,STAR,19.20764,18.17863,17.88679,17.79324,17.73616,-0.0003422516,1.19527e-05
1237648720696115361,GALAXY,17.86135,16.4164,15.77951,15.43407,15.18324,0.03951054,1.39998e-05
1237648720696115414,STAR,19.50114,18.51199,18.33662,18.28893,18.30723,-6.63434e-05,3.117436e-05
1237648720696180758,STAR,17.57028,15.92589,15.24619,14.94989,14.82361,0.0004658799,8.310952e-06
1237648720696180773,STAR,18.83506,17.88549,17.53218,17.41561,17.38155,0.0004482371,1.295077e-05
1237648720696180825,GALAXY,19.19906,17.35108,16.37189,15.92189,15.58472,0.1239857,1.85007e-05
